Codes,New_Code,Borough,Names,Population_and_Age_Age_structure_(percentage)__2013_Aged_015,Population_and_Age_Age_structure_(percentage)__2013_Aged_1664,Population_and_Age_Age_structure_(percentage)__2013_Aged_65+,Population_and_Age_Aged_015_2013,Population_and_Age_Aged_1664_2013,Population_and_Age_Aged_65+_2013,Population_and_Age_All_ages_2013,Population_and_Age_Mean_age_2013,Population_and_Age_Median_age_2013,Area_and_Density_Population_density_(persons_per_sq_km)_2013,Diversity_Ethnic_Group_5_groups__2011_Census_White,Diversity_Ethnic_Group_5_groups__2011_Census_Mixed,Diversity_Ethnic_Group_5_groups__2011_Census_Asian_or_Asian_British,Diversity_Ethnic_Group_5_groups__2011_Census_Black_or_Black_British,Diversity_Ethnic_Group_5_groups__2011_Census_Other,Births_and_deaths_Births_2013,Births_and_deaths_Deaths_2013,Births_and_deaths_Standardised_Mortality_Ratio_(SMR)_2013,Life_Expectancy_Life_expectancy_at_age_65_(all_persons)_20092013,House_Prices_Median_House_Price_2013,Household_Income_Mean_Modelled_Household_income_(£)_2012/13,"Crime_Burglary,_Burglary_In_A_Dwelling_(2014)_","Crime_Burglary,_Burglary_In_Other_Buildings_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Dwelling_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Motor_Vehicle_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Other_Building_(2014)_","Crime_Drugs,_Drug_Trafficking_(2014)_","Crime_Drugs,_Possession_Of_Drugs_(2014)_","Crime_Robbery,_Business_Property_(2014)_","Crime_Robbery,_Personal_Property_(2014)_","Crime_Sexual_Offences,_Rape_(2014)_","Crime_Theft_&_Handling,_Handling_Stolen_Goods_(2014)_","Crime_Theft_&_Handling,_Motor_Vehicle_Interference_&_Tampering_(2014)_","Crime_Theft_&_Handling,_Theft_From_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft_From_Shops_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Pedal_Cycle_(2014)_","Crime_Violence_Against_The_Person,_Assault_With_Injury_(2014)_","Crime_Violence_Against_The_Person,_Common_Assault_(2014)_","Crime_Violence_Against_The_Person,_Harassment_(2014)_","Crime_Violence_Against_The_Person,_Offensive_Weapon_(2014)_","Crime_Violence_Against_The_Person,_Wounding/GBH_(2014)_",Crime_Total_crime_rate_2013/14,Crime_Total_crime_(numbers)_2013/14
00AA,E09000001,City of London,City of London,7.5,77.5,15,650,6200,1150,8000,41.3,39,2406.25,5799,289,940,193,154,71,27,45.7,24.93011407,615000,99390,0,1,0,1,1,0,2,0,1,0,0,0,1,4,0,6,3,3,1,0,2,680.7206306,5441
00ABFX,E05000026,Barking and Dagenham,Abbey,25.27472527,69.96336996,5.128205128,3500,9600,700,13800,29.51057291,29,10500,3596,585,5619,2621,365,332,27,67.2,21.05961357,150000,38870,49,38,24,54,23,6,142,3,60,11,12,10,69,267,27,33,139,188,147,9,74,142.2128464,1960
00ABFY,E05000027,Barking and Dagenham,Alibon,25.96153846,63.46153846,10.57692308,2750,6700,1100,10550,33.82596154,33,7428.571429,7275,362,743,1900,105,204,73,119.3,18.77478583,174000,37290,70,10,30,40,6,1,60,2,25,8,2,9,25,34,26,10,76,74,86,3,31,75.6896058,793
00ABFZ,E05000028,Barking and Dagenham,Becontree,24.89626556,66.39004149,9.128630705,3100,7950,1100,12150,33.01416971,32,9269.230769,6789,524,2009,2048,175,288,72,106.9,18.15728981,180000,37860,97,47,24,40,7,6,39,1,30,3,5,7,52,25,47,14,76,78,110,3,51,79.32573128,960
00ABGA,E05000029,Barking and Dagenham,Chadwell Heath,24.13793103,60.591133,15.27093596,2500,6250,1550,10250,36.24556912,34,2985.294118,6224,473,1560,1593,171,162,98,101.4,19.52597516,205000,38860,91,33,29,33,7,6,28,1,26,7,1,9,64,23,37,5,68,68,70,2,24,72.40704501,740
00ABGB,E05000030,Barking and Dagenham,Eastbrook,20.28301887,65.09433962,14.62264151,2200,6950,1550,10700,37.68606403,36,3028.571429,7904,331,766,1451,54,161,99,108.2,18.03017874,204000,42780,73,27,13,42,8,3,34,1,14,6,1,12,41,11,36,6,64,60,64,1,33,58.30985915,623
00ABGC,E05000031,Barking and Dagenham,Eastbury,25.64102564,64.52991453,9.829059829,3050,7600,1150,11800,33.3872097,32,8357.142857,6776,545,1826,2270,207,241,50,74.9,21.18759529,189995,37720,94,28,30,54,8,3,29,2,16,7,2,12,109,4,48,11,77,76,85,1,39,71.18557578,838
00ABGD,E05000032,Barking and Dagenham,Gascoigne,31.67259786,62.63345196,5.693950178,4550,8800,800,14150,28.97782989,29,12772.72727,4931,682,2574,3882,383,325,60,118.7,18.21952289,162000,34140,54,37,30,41,17,11,73,0,27,6,3,12,98,26,35,15,91,75,80,2,30,89.78810857,1268
00ABGE,E05000033,Barking and Dagenham,Goresbrook,25.66371681,63.27433628,10.61946903,3000,7200,1200,11400,34.12867257,33,8692.307692,7517,467,829,2344,110,224,72,96.3,19.30645343,172500,38130,95,18,34,70,10,5,27,0,20,7,1,15,64,10,52,11,97,67,62,8,36,77.30234196,880
00ABGF,E05000034,Barking and Dagenham,Heath,25.57077626,62.55707763,11.87214612,2900,6800,1300,11000,34.4412597,32,5475,7304,364,711,2324,83,221,102,115.5,17.41194438,168500,36080,81,22,25,51,6,5,28,5,27,12,4,4,49,32,48,26,74,71,70,3,36,83.10502283,912
00ABGG,E05000035,Barking and Dagenham,Longbridge,21.88841202,65.66523605,12.01716738,2600,7750,1400,11750,35.22298515,32,7281.25,4890,460,4797,1092,239,215,87,102.6,21.05334823,269999.5,46520,100,25,6,21,1,1,32,3,29,6,1,6,78,30,42,4,42,49,62,3,22,57.51343971,675
00ABGH,E05000036,Barking and Dagenham,Mayesbrook,26.44230769,62.5,11.05769231,2800,6500,1150,10450,33.86565297,33,5473.684211,7112,422,881,1828,99,212,68,104.8,19.70378929,176000,36280,54,37,15,39,5,7,23,1,24,6,1,9,67,23,57,9,76,72,70,7,32,74.03855375,772
00ABGJ,E05000037,Barking and Dagenham,Parsloes,25.75757576,63.13131313,11.11111111,2550,6300,1100,10000,34.3339741,33,8250,6797,398,794,1734,116,173,75,116.9,18.71452434,178000,36640,52,13,23,32,4,4,21,0,13,4,4,1,50,4,33,6,81,39,58,1,28,63.59252562,633
00ABGK,E05000038,Barking and Dagenham,River,26.31578947,63.59649123,10.0877193,3050,7300,1150,11500,33.44647405,32,3166.666667,6732,426,919,2657,189,216,90,142.4,16.23500371,170000,38390,84,26,29,63,7,6,45,5,41,5,6,13,71,6,36,17,87,102,83,2,38,74.99563471,859
00ABGL,E05000039,Barking and Dagenham,Thames,31.52542373,62.71186441,5.762711864,4750,9300,850,14900,28.7340923,28,1867.088608,4840,511,1536,3631,210,236,49,86.5,19.68028803,185000,37400,72,70,19,48,6,3,32,4,21,5,15,28,123,128,72,23,120,94,105,4,35,84.86686889,1259
00ABGM,E05000040,Barking and Dagenham,Valence,25,63,12,2600,6350,1200,10100,34.80277473,34,7692.307692,6754,436,1178,1386,113,211,90,129.4,18.05369735,178995,38080,118,24,16,26,3,7,19,0,15,12,4,7,39,5,48,7,61,48,49,1,22,70.74531686,712
00ABGN,E05000041,Barking and Dagenham,Village,24.42396313,64.05529954,11.52073733,2700,7000,1250,10950,34.46506912,33,5166.666667,7028,452,709,2473,125,230,71,100.5,18.60919796,182000,36740,85,34,33,40,4,9,55,4,38,10,5,5,37,71,38,15,76,99,95,3,31,85.58558559,933
00ABGP,E05000042,Barking and Dagenham,Whalebone,23.04147465,64.51612903,11.98156682,2600,7050,1300,10900,35.26855613,34,6781.25,5917,440,2143,1906,169,212,53,75.1,21.53813775,205000,42530,90,42,14,45,5,4,25,2,32,6,2,9,56,42,48,11,60,75,55,2,19,79.35632184,867
00ACFX,E05000043,Barnet,Brunswick Park,20.05988024,64.37125749,15.56886228,3400,11000,2600,17000,38.91276494,39,5218.75,11212,855,2807,814,706,176,121,85.8,21.26508329,379950,53440,163,44,17,40,5,3,43,2,9,8,2,15,80,17,30,8,46,47,81,4,16,49.91353092,837
00ACFY,E05000044,Barnet,Burnt Oak,24.19354839,66.39784946,9.139784946,4600,12600,1750,18950,33.6792463,32,8857.142857,8472,1007,4687,3178,873,338,105,106.9,18.12015663,245000,39000,126,29,34,64,13,2,52,1,51,9,2,9,91,30,35,14,146,147,126,4,60,62.06082712,1157
00ACFZ,E05000045,Barnet,Childs Hill,19.55445545,67.82178218,12.62376238,4000,14100,2550,20650,36.12343905,33,6516.129032,12242,1051,3420,1628,1708,307,162,97.8,19.1469557,465000,52190,219,75,28,56,16,10,79,3,48,8,3,23,133,155,52,15,112,146,146,6,52,84.84012416,1722
00ACGA,E05000046,Barnet,Colindale,22.37762238,69.46386946,8.158508159,4900,15300,1700,21950,32.12620725,30,8250,6852,1066,4944,3280,956,389,70,80.6,22.58126966,258500,39990,88,46,44,66,20,8,83,1,36,7,7,5,76,25,31,16,102,103,134,5,48,53.99257196,1165
00ACGB,E05000047,Barnet,Coppetts,19.59654179,69.16426513,10.95100865,3450,12350,1900,17700,36.3102314,35,6425.925926,11218,1085,2757,1459,731,232,140,130.2,18.02955263,335995,50910,130,43,30,63,4,5,33,5,32,5,1,34,196,90,54,10,68,82,108,1,29,80.34894399,1404
00ACGC,E05000048,Barnet,East Barnet,20.79510703,64.52599388,14.67889908,3450,10800,2400,16650,38.27841048,38,4302.631579,12366,802,1705,824,440,225,106,85.6,21.07694307,345000,53550,120,57,20,40,7,3,42,0,17,4,0,11,61,15,23,5,63,66,81,2,15,45.65098302,751
00ACGD,E05000049,Barnet,East Finchley,19.25465839,67.08074534,13.66459627,3150,11100,2200,16500,37.24796773,36,6440,11488,894,1886,1163,558,254,93,74,21.67253185,367500,55480,118,35,11,31,8,3,20,4,25,5,0,16,76,13,36,12,43,49,66,4,14,44.08681712,715
00ACGE,E05000050,Barnet,Edgware,22.78106509,62.4260355,14.79289941,3950,10700,2550,17200,37.09184458,35,3017.857143,10166,633,3651,1527,751,258,80,57.4,24.31228308,380000,51380,87,43,16,45,8,1,35,1,33,2,3,9,81,78,17,12,58,73,112,3,21,66.4581243,1129
00ACGF,E05000051,Barnet,Finchley Church End,19.0625,64.0625,16.875,3100,10500,2700,16300,39.09116488,37,5925.925926,10506,665,2797,769,978,202,88,57.1,23.79777273,498725,61510,99,67,13,44,8,3,22,0,5,8,1,56,158,10,22,3,42,34,63,4,11,45.50831103,732
00ACGG,E05000052,Barnet,Garden Suburb,20.74303406,61.91950464,17.3374613,3350,10300,2800,16500,39.11021622,38,3436.170213,12513,571,1659,430,756,182,98,58,24.02495671,696999,74940,124,55,9,27,5,0,10,3,15,0,0,66,160,20,57,11,36,42,69,2,13,51.2899452,833
00ACGH,E05000053,Barnet,Golders Green,26.10722611,62.93706294,10.95571096,5700,13850,2400,21950,32.97610397,30,7150,12382,729,2780,1275,1652,335,153,95.6,20.33758777,477475,54940,162,41,17,43,3,3,26,1,14,9,3,45,153,115,43,13,58,63,80,2,24,57.46327448,1240
00ACGJ,E05000054,Barnet,Hale,22.79202279,63.24786325,13.96011396,4100,11300,2500,17850,37.05685962,36,3250,10349,788,3760,1879,661,263,104,71.9,21.89557164,349975,51650,117,32,22,32,5,4,34,0,19,8,3,18,90,7,29,5,45,62,67,2,19,49.66191261,875
00ACGK,E05000055,Barnet,Hendon,21.02425876,66.84636119,12.12938005,3950,12700,2250,18950,34.92711087,32,6625,11758,796,3256,1302,1360,354,144,103.5,20.91822226,340000,51560,128,48,23,65,15,6,61,3,41,6,6,35,176,44,35,10,87,95,126,10,37,72.89709593,1358
00ACGL,E05000056,Barnet,High Barnet,18.32797428,64.30868167,17.36334405,2900,10200,2750,15850,40.74659471,41,1873.493976,12509,616,1348,481,353,187,118,75.2,20.89139105,375000,59790,102,49,13,45,14,1,71,4,16,6,3,11,51,63,16,3,56,44,62,4,24,61.83191449,966
00ACGM,E05000057,Barnet,Mill Hill,21.95767196,64.28571429,14.02116402,4250,12350,2650,19250,37.09250449,36,2010.638298,11781,972,3407,1524,767,246,100,67.7,23.84944578,425000,56660,124,67,21,38,6,3,42,3,24,4,1,21,149,48,37,7,62,74,97,4,24,67.15828285,1277
00ACGN,E05000058,Barnet,Oakleigh,19.12225705,63.63636364,17.24137931,3150,10350,2750,16250,39.78776303,39,4833.333333,11596,699,2273,789,454,197,114,73.9,20.76100789,349500,56260,150,45,9,35,11,4,32,3,22,9,0,21,80,16,43,4,58,50,47,2,16,49.85959438,799
00ACGP,E05000059,Barnet,Totteridge,19.93670886,62.65822785,17.08860759,3250,10100,2750,16050,39.61513637,39,1795.454545,9967,596,3440,531,625,201,122,77.1,21.98038354,540000,63320,122,34,11,19,4,2,17,1,14,3,1,9,66,22,19,5,43,42,50,5,15,37.01831965,588
00ACGQ,E05000060,Barnet,Underhill,19.87767584,63.60856269,16.51376147,3300,10600,2750,16650,39.18591153,39,3554.347826,11568,799,1922,1195,431,190,150,102.8,20.11211182,343000,49390,85,46,28,66,4,6,77,0,21,10,5,12,55,14,23,6,66,84,108,9,35,56.99134463,936
00ACGR,E05000061,Barnet,West Finchley,17.96407186,68.86227545,13.17365269,3100,11750,2200,17050,37.46104596,36,7590.909091,10053,848,4157,702,773,253,121,89.6,20.94648634,350500,56850,73,70,5,36,9,6,31,4,11,3,2,6,65,49,27,11,56,63,81,6,35,58.42723425,980
00ACGS,E05000062,Barnet,West Hendon,20.33426184,67.96657382,11.42061281,3700,12600,2100,18400,35.20516531,32,5279.411765,8589,731,5572,1591,919,289,83,72.5,21.24849975,252000,46620,133,43,22,44,10,4,66,2,40,12,5,25,140,332,41,12,101,111,105,6,39,104.0606329,1882
00ACGT,E05000063,Barnet,Woodhouse,18.82022472,67.13483146,13.76404494,3400,12300,2500,18200,37.91636262,36,6846.153846,10966,966,3690,1090,863,207,97,67.8,20.97545916,354500,51100,113,62,15,60,7,5,73,1,24,4,3,20,116,76,39,13,58,66,106,4,33,68.47862485,1228
00ADGA,E05000064,Bexley,Barnehurst,18.30985915,62.44131455,19.24882629,1950,6550,2000,10550,40.76187788,41,3672.413793,9396,173,474,327,48,137,103,97,20.86629599,240000,45990,28,31,11,39,10,1,30,3,3,5,0,3,17,1,18,1,41,42,38,5,17,42.88003016,454
00ADGB,E05000065,Bexley,Belvedere,22.44897959,64.48979592,13.06122449,2750,7850,1550,12150,36.11186302,35,3828.125,8514,389,1108,1721,158,187,70,84.3,20.84447152,149475,40110,51,28,24,30,10,8,58,3,14,7,2,13,62,62,45,3,68,58,82,2,34,61.71830295,755
00ADGC,E05000066,Bexley,Blackfen and Lamorbey,18.98148148,62.5,18.51851852,2050,6700,2000,10750,40.53144129,42,6352.941176,9839,172,386,179,40,111,81,81.1,22.95722456,250000,49390,38,17,4,25,1,3,12,0,9,0,0,9,34,7,18,5,21,13,23,2,9,27.36549165,295
00ADGD,E05000067,Bexley,Blendon and Penhill,18.46846847,62.16216216,18.91891892,2050,6850,2100,11000,40.49945848,41,5285.714286,9877,251,492,230,60,118,87,85.6,21.74001534,249999,48800,47,19,12,31,2,3,29,0,1,5,0,6,49,15,14,5,24,23,34,2,4,32.79132791,363
00ADGE,E05000068,Bexley,Brampton,16.35514019,61.21495327,22.42990654,1750,6450,2400,10600,43.23025147,45,5350,9160,171,820,337,58,98,85,71.5,22.84729978,265000,49400,20,13,8,9,1,0,10,3,4,1,0,7,30,37,17,4,14,18,27,0,3,31.12110986,332
00ADGF,E05000069,Bexley,Christchurch,18.22222222,63.55555556,18.66666667,2050,7100,2100,11200,40.63940389,41,4500,9501,226,822,343,73,137,126,104,19.36614396,245000,48590,50,24,7,54,15,2,88,1,13,8,1,6,49,243,19,10,88,70,93,5,49,102.5641026,1156
00ADGG,E05000070,Bexley,Colyers,22.46696035,62.55506608,14.97797357,2500,7050,1700,11300,37.33500838,36,7093.75,9161,262,494,1128,83,141,89,101.9,20.58807835,210000,41250,22,21,14,48,2,2,39,0,6,6,0,9,45,5,33,7,41,36,39,2,13,37.19700309,422
00ADGH,E05000071,Bexley,Crayford,21.36752137,63.67521368,14.95726496,2450,7450,1750,11650,37.6743131,37,2925,9910,207,459,606,44,167,85,91.6,20.41022664,181000,41810,27,41,19,39,9,4,33,3,13,2,0,6,59,50,48,9,55,55,51,4,24,57.11354309,668
00ADGJ,E05000072,Bexley,Cray Meadows,20.61403509,61.40350877,17.54385965,2350,6950,2000,11300,39.43330404,39,1583.333333,9975,258,494,408,72,154,107,98.3,20.43629576,235000,42600,53,42,19,46,5,1,24,1,4,2,1,12,66,18,36,5,26,34,59,4,13,47.22124516,537
00ADGK,E05000073,Bexley,Danson Park,18.09954751,63.80090498,17.64705882,2000,7000,1950,11000,40.16201775,40,4092.592593,9107,252,938,465,102,120,85,83.6,20.84054068,231500,46480,53,49,17,21,9,3,32,1,13,0,0,2,33,50,26,11,44,42,51,1,22,54.65917331,603
00ADGL,E05000074,Bexley,East Wickham,18.5520362,62.8959276,19.00452489,2050,6850,2050,10950,40.46942283,41,5022.727273,9023,240,925,571,99,109,91,83,21.27614722,245750,43510,48,17,15,17,1,1,30,0,10,6,0,8,63,7,18,3,34,39,42,3,14,42.63812029,470
00ADGM,E05000075,Bexley,Erith,24.30278884,63.74501992,11.95219124,3050,7900,1450,12400,34.88934132,33,2614.583333,8271,401,1102,2165,114,209,76,95.8,20.43934003,165000,39690,83,65,20,59,12,4,55,2,21,5,1,14,64,60,53,13,61,85,77,3,36,76.26440461,954
00ADGN,E05000076,Bexley,Falconwood and Welling,18.63636364,65,16.36363636,2050,7100,1800,10950,39.62174467,40,6470.588235,9136,194,883,470,117,109,83,87.9,21.30817948,243500,47030,50,29,15,27,6,3,19,1,4,1,1,11,45,43,18,3,23,25,45,2,21,46.18748292,507
00ADGP,E05000077,Bexley,Lesnes Abbey,20.43478261,63.04347826,16.08695652,2350,7250,1850,11450,38.81633896,39,4791.666667,7834,282,1215,1888,127,145,93,96.5,21.02558072,237975,42710,73,14,12,31,1,3,56,0,13,0,0,14,73,75,27,3,41,47,30,1,19,52.0281421,599
00ADGQ,E05000078,Bexley,Longlands,16.43192488,62.44131455,21.12676056,1750,6600,2250,10550,42.24421449,42,4096.153846,9459,206,492,223,62,113,156,108.3,18.68215296,240497.5,49520,35,24,7,29,1,0,13,1,4,3,2,15,52,1,10,2,26,26,21,0,12,36.27626496,384
00ADGR,E05000079,Bexley,North End,26.69491525,62.71186441,10.59322034,3150,7300,1250,11750,33.57044935,32,2070.175439,8444,353,418,2258,93,215,75,116.4,18.71574561,164000,35880,42,55,35,61,7,9,66,0,12,4,2,8,53,30,47,8,68,88,78,4,39,73.85737302,871
00ADGS,E05000080,Bexley,Northumberland Heath,20,63.72093023,16.27906977,2150,6850,1750,10700,39.1776475,40,5972.222222,9058,224,758,512,46,134,77,81.1,21.46167461,237500,44610,29,28,11,24,5,2,21,3,4,2,0,8,50,37,36,3,34,26,45,0,6,45.69142006,491
00ADGT,E05000081,Bexley,St. Mary's,17.84037559,60.09389671,22.0657277,1900,6350,2350,10550,42.43734713,43,2420.454545,9615,184,516,123,53,107,89,73.1,22.58130373,270000,53800,37,25,4,24,1,2,21,0,6,1,1,2,39,16,15,2,12,19,22,0,19,33.17312223,352
00ADGU,E05000082,Bexley,St. Michael's,21.23893805,64.15929204,15.04424779,2400,7150,1700,11250,38.18454328,39,8071.428571,9214,206,1017,580,118,119,73,88.2,20.87419997,236000,46390,38,12,15,23,1,3,18,0,1,0,1,9,50,3,5,3,25,36,48,0,10,26.4114154,298
00ADGW,E05000083,Bexley,Sidcup,15.38461538,64.25339367,20.36199095,1700,7050,2200,10950,41.79304112,42,4092.592593,9745,222,588,232,57,112,162,121.9,18.80402894,225750,49970,46,35,10,17,11,1,17,4,8,3,0,12,47,56,18,8,37,35,49,1,20,47.23909693,521
00ADGX,E05000084,Bexley,Thamesmead East,27.41935484,65.32258065,7.258064516,3350,8050,900,12300,32.00121026,32,2583.333333,5723,522,842,4858,149,229,46,105.4,18.11734452,142000,38410,56,21,29,40,7,1,29,1,14,11,1,18,67,0,31,11,55,73,60,2,23,57.59754423,713
00AEGJ,E05000085,Brent,Alperton,18.91891892,71.28378378,9.797297297,2850,10400,1450,14650,35.27310214,33,7047.619048,2557,419,9062,1588,391,311,69,95,21.20100509,227500,38550,71,34,16,39,8,3,67,3,50,3,0,8,109,31,38,22,61,84,87,5,40,68.84599701,1013
00AEGK,E05000086,Brent,Barnhill,20.49689441,67.08074534,12.42236025,3350,10700,1950,16050,35.84048166,33,5366.666667,4778,738,5887,2916,1453,296,164,158.7,17.82595138,385000,42740,115,23,37,32,5,3,132,2,31,13,1,4,63,41,34,10,89,103,114,3,38,65.99142484,1064
00AEGL,E05000087,Brent,Brondesbury Park,16.98113208,70.56603774,12.0754717,2300,9250,1600,13150,36.95238095,34,7794.117647,7323,846,2158,1516,1180,159,73,79.7,22.08692907,545000,49860,124,32,15,21,3,4,146,2,17,6,3,9,70,29,31,31,53,59,61,5,18,63.22404785,835
00AEGM,E05000088,Brent,Dollis Hill,23.80952381,64.46886447,11.72161172,3300,8650,1600,13550,34.77697947,32,5934.782609,4797,620,4109,2856,1043,191,59,73,23.796019,315000,38230,73,27,22,40,6,7,96,2,19,6,4,15,89,13,32,12,73,89,86,3,33,66.98564593,910
00AEGN,E05000089,Brent,Dudden Hill,20.64516129,69.03225806,10.32258065,3200,10650,1600,15450,34.66716148,32,9117.647059,6646,772,3557,3037,1047,237,66,82,24.585851,416000,41280,110,29,30,35,15,6,189,2,50,6,2,19,92,45,29,19,117,109,130,14,76,85.23277588,1321
00AEGP,E05000090,Brent,Fryent,20.57761733,67.14801444,12.27436823,2850,9250,1700,13800,35.99653555,34,5129.62963,5018,557,5501,1464,905,207,83,89.7,20.80232688,315000,43960,83,16,11,32,6,6,78,0,48,9,0,11,71,21,29,5,69,72,57,6,37,59.00598716,817
00AEGQ,E05000091,Brent,Harlesden,26.80115274,64.84149856,8.645533141,4650,11200,1500,17300,33.00166935,32,15772.72727,5670,1243,2472,6860,917,323,85,104,20.02410401,257000,33620,87,31,45,45,20,11,286,5,58,17,5,11,53,90,38,19,149,170,165,12,95,97.43884892,1692
00AEGR,E05000092,Brent,Kensal Green,20.26578073,70.09966777,9.634551495,3100,10500,1450,15000,35.37650103,35,13681.81818,7112,1103,2198,3769,733,263,66,88.5,22.73229266,435000,42750,102,32,29,35,16,11,165,2,56,7,1,13,54,11,39,27,103,129,102,8,60,86.37631125,1301
00AEGS,E05000093,Brent,Kenton,16.06425703,65.86345382,17.67068273,2050,8100,2250,12350,40.1971548,37,5413.043478,3645,303,7024,620,541,155,71,56.8,25.46069341,426000,52870,90,12,11,19,3,0,70,0,28,2,1,8,66,32,14,6,28,40,39,1,13,49.8389694,621
00AEGT,E05000094,Brent,Kilburn,19.25287356,71.55172414,8.908045977,3350,12400,1550,17350,34.60217341,33,19333.33333,8489,1179,1936,4185,1200,277,63,79.3,22.1251193,385000,42280,102,49,27,47,24,6,120,2,42,9,5,8,81,40,34,33,94,153,130,7,50,77.78161316,1352
00AEGU,E05000095,Brent,Mapesbury,16.66666667,74.52830189,8.805031447,2650,11700,1400,15800,35.02473254,33,11357.14286,8792,922,2775,1962,1078,265,75,101.1,20.6866894,382500,45580,107,34,34,28,13,4,142,3,43,10,1,22,81,28,43,27,78,95,92,9,39,67.97954933,1077
00AEGW,E05000096,Brent,Northwick Park,16.28787879,70.83333333,13.25757576,2150,9200,1750,13100,37.31820245,34,4888.888889,4000,419,6533,1309,550,172,72,81.9,21.133629,382450,51340,114,21,11,13,11,5,68,2,13,4,3,8,69,8,18,34,59,91,71,1,27,58.1262822,767
00AEGX,E05000097,Brent,Preston,20.38216561,66.87898089,12.7388535,3250,10400,2000,15600,35.88891012,33,6541.666667,4635,686,7097,2114,942,247,104,89.9,21.06866935,284000,44440,81,27,38,26,9,13,121,3,26,5,1,3,60,15,23,22,59,76,70,4,32,55.12313385,864
00AEGY,E05000098,Brent,Queens Park,19.41747573,71.197411,9.385113269,3050,10900,1450,15400,35.62936385,35,10300,9626,1037,1838,2021,759,245,64,80.2,22.30935415,521000,53850,109,57,18,39,7,3,107,1,16,6,1,27,86,29,52,34,59,75,77,3,50,72.94163374,1126
00AEGZ,E05000099,Brent,Queensbury,19.56521739,68.01242236,12.42236025,3150,10850,2000,16000,36.22611346,33,8050,4100,509,8193,1677,676,243,91,89.2,20.31452281,340000,43360,87,30,26,51,9,2,67,1,35,3,1,11,64,95,23,7,71,70,86,7,39,67.23579262,1079
00AEHA,E05000100,Brent,Stonebridge,26.80115274,64.26512968,8.933717579,4700,11000,1550,17250,32.22163878,29,4231.707317,3973,1070,2868,7973,1019,296,94,124.4,19.07073936,220000,32250,130,42,46,73,12,11,210,5,65,14,2,13,183,143,34,33,130,210,176,14,70,119.9421965,2077
